Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ47,OUT018,2178.9969499999997
FDU57,OUT049,2184.35664
FDY44,OUT013,3339.88583
DRH59,OUT018,1724.6217399999998
FDB03,OUT027,4552.17447
FDY46,OUT045,2848.6253
FDM39,OUT045,2855.88252
FDY36,OUT035,1483.8684600000001
NCM55,OUT035,2908.28098
FDJ50,OUT010,228.40269000000004
DRL60,OUT013,2623.15213
NCJ54,OUT049,3764.433200000001
FDX59,OUT017,1353.8377200000002
FDI07,OUT013,2250.13768
DRF51,OUT010,282.63210000000004
FDM14,OUT017,1984.8496700000003
FDP21,OUT045,3155.5923900000007
FDE40,OUT035,2765.00082
FDE05,OUT035,2256.19646
FDM13,OUT027,4022.2642499999993
FDC34,OUT027,3451.1743
NCI55,OUT018,1498.6825099999999
NCE43,OUT018,2199.90307
FDW58,OUT018,2120.47313
FDG60,OUT045,2695.6577500000003
FDV31,OUT017,2813.93712
FDR47,OUT013,2431.9676600000003
FDM60,OUT019,258.72988
NCF06,OUT018,2552.1445599999997
NCN26,OUT027,2834.1441500000005
FDQ59,OUT049,2100.56571
FDF09,OUT046,1688.70183
NCS06,OUT017,3992.20338
FDT44,OUT046,1690.9322600000003
FDI19,OUT017,2655.04395
FDT22,OUT017,1274.7406799999999
NCF54,OUT027,4550.0439099999985
DRG25,OUT045,2044.40548
FDB59,OUT017,2909.546
FDQ37,OUT017,2635.9354900000003
FDP56,OUT035,1329.53602
FDW44,OUT035,2402.43943
FDJ26,OUT010,419.25426
FDU43,OUT018,2800.6877
FDW33,OUT045,1611.5356100000001
NCX53,OUT027,3765.8313800000005
FDN56,OUT010,303.37177
DRF15,OUT049,2251.2695400000002
FDO33,OUT017,2236.68852
FDZ39,OUT010,428.24256
NCJ19,OUT017,1589.5975
FDU01,OUT035,2294.0471900000002
FDT12,OUT035,1920.6665500000004
NCM18,OUT018,1367.02056
FDP19,OUT017,1760.7080999999998
NCR42,OUT049,1491.5917399999998
FDN10,OUT046,2118.0429599999998
FDG44,OUT017,995.6706099999999
FDQ10,OUT046,2586.56642
DRH13,OUT049,2126.4986200000003
FDT52,OUT013,2947.89608
FDM56,OUT045,1857.0826499999998
NCO43,OUT010,251.73898
NCV29,OUT035,2686.13681
NCF06,OUT013,3567.25653
FDO50,OUT035,1802.5869200000002
FDT59,OUT013,3002.4583900000002
FDX40,OUT027,1477.7431000000001
FDE50,OUT017,2459.2987499999995
FDX51,OUT017,2532.40359
NCD30,OUT018,1355.2026099999998
FDK15,OUT013,2036.7820699999993
FDL12,OUT045,1160.25637
FDK46,OUT017,4017.50378
DRH49,OUT010,292.65239
FDQ57,OUT046,2275.10518
FDY59,OUT017,1221.6098399999998
FDO09,OUT018,2969.6344500000005
NCG30,OUT035,2725.8184899999997
FDM09,OUT017,2998.7964899999997
NCN17,OUT027,2999.36242
NCS42,OUT013,1668.2617699999998
FDD02,OUT019,410.73202000000003
FDE34,OUT013,2818.39798
FDU38,OUT045,2910.2450899999994
FDB33,OUT046,1986.71391
NCJ29,OUT017,1707.07791
FDZ27,OUT035,2096.03827
FDI40,OUT013,1731.7458
FDG22,OUT013,2211.38812
FDT51,OUT017,1880.1859099999997
FDF20,OUT018,2573.45016
FDV50,OUT035,1916.6051700000003
FDT02,OUT049,1596.38866
DRC49,OUT017,2137.45103
FDF26,OUT049,2257.9275399999997
FDV52,OUT035,2496.4503899999995
FDX59,OUT049,1173.83869
FDV25,OUT035,2297.14316
FDW23,OUT027,3221.20698
FDE53,OUT018,1517.79097
FDA19,OUT017,1735.3078300000002
FDH22,OUT046,2154.2957699999997
NCO41,OUT013,1527.17875
FDX12,OUT017,2669.22549
FDF17,OUT013,2463.49329
FDS11,OUT045,2745.4928800000007
FDR51,OUT035,2308.3951800000004
FDT49,OUT010,265.45446000000004
FDC56,OUT013,1910.41323
FDR13,OUT027,3125.3317799999995
FDQ60,OUT035,1920.6665500000004
FDN38,OUT049,2563.7960599999997
NCL29,OUT013,1714.30184
FDO13,OUT027,4870.127259999999
FDE26,OUT018,1887.8093200000003
FDA31,OUT010,342.05475
FDX14,OUT035,2120.8393199999996
FDA34,OUT045,2786.27313
FDF26,OUT013,2158.12412
FDE38,OUT045,2696.6897400000003
DRI11,OUT046,1743.3307200000004
FDQ60,OUT027,3600.2136299999997
FDL21,OUT027,2018.3061200000004
DRC12,OUT027,3268.2790400000004
FDC47,OUT046,2707.2093800000002
FDE57,OUT045,1977.95864
FDT14,OUT045,1918.4694099999997
NCZ53,OUT046,3051.59443
FDE28,OUT018,2131.85831
FDR19,OUT035,1978.7575999999997
NCF54,OUT019,305.96838999999994
FDZ08,OUT046,2105.52592
NCJ05,OUT018,1879.7198500000002
FDF59,OUT046,2257.9608299999995
NCO05,OUT035,2201.3345400000007
FDW24,OUT018,1654.2133900000001
NCX42,OUT018,2243.51297
NCA53,OUT035,1466.05831
FDI45,OUT019,370.25138000000004
FDG46,OUT046,1819.9975899999997
FDM20,OUT010,341.25579
FDW11,OUT010,287.2927
FDX08,OUT035,2781.4127900000003
NCK17,OUT035,1986.0148199999999
FDK32,OUT018,2260.92364
NCA42,OUT035,2842.2669100000003
DRI01,OUT035,2370.78064
NCL55,OUT049,3143.7411500000003
DRE25,OUT018,2059.38598
FDD14,OUT017,2515.1593700000003
FDB10,OUT046,2892.63468
DRN11,OUT035,2083.9539999999997
FDP38,OUT018,1851.85612
NCA30,OUT017,3040.7751799999996
FDT15,OUT017,2740.36622
NCP55,OUT018,1339.78934
FDF12,OUT035,1599.75095
FDM21,OUT018,2807.24583
FDX56,OUT035,2664.3318600000002
FDF10,OUT017,2419.21759
FDT32,OUT045,3177.99656
FDM51,OUT018,2231.0958
NCR50,OUT018,2023.0332999999998
FDI19,OUT049,2298.10857
FDX21,OUT017,1871.4306399999998
FDR31,OUT035,2481.1037
FDY02,OUT013,2272.3088199999997
NCA29,OUT045,3259.59035
NCX17,OUT046,2777.3181200000004
FDM12,OUT045,2687.46841
FDI53,OUT027,4062.112380000001
NCU30,OUT049,3039.34371
FDC56,OUT027,3461.62736
FDK27,OUT018,2039.9779099999996
NCK18,OUT017,2965.37333
FDB52,OUT019,373.61367
DRG25,OUT027,3307.4946600000003
FDZ13,OUT049,1190.7500100000002
FDB57,OUT019,367.35515
FDR40,OUT046,1986.6473300000002
NCO14,OUT019,283.36448000000007
NCN19,OUT045,2640.42964
FDQ28,OUT019,312.65968
FDO13,OUT018,1962.5120799999997
FDK48,OUT013,1873.8941
FDU07,OUT018,2116.74465
FDW20,OUT046,1676.5176900000001
FDV12,OUT010,247.87733999999995
FDH24,OUT013,2158.59018
FDV59,OUT049,3433.56389
FDK57,OUT045,1825.79005
FDL16,OUT027,2320.0466800000004
NCQ17,OUT046,2534.30112
FDJ15,OUT018,2263.8198699999994
FDX24,OUT049,1849.6589800000002
FDT47,OUT046,2281.4302799999996
FDT10,OUT049,1468.32203
FDZ37,OUT018,1527.2453299999997
FDW43,OUT027,5347.872050000001
DRN36,OUT017,1633.90649
FDJ14,OUT045,1416.52279
FDA32,OUT013,3329.6325099999995
FDJ38,OUT019,468.42359
FDQ57,OUT017,1992.4065000000003
NCQ41,OUT019,391.02433999999994
FDG56,OUT049,2316.25162
DRC13,OUT027,3069.47116
FDV55,OUT035,2533.3357100000003
FDQ49,OUT045,2389.7892300000003
FDE29,OUT010,320.54940999999997
FDR03,OUT013,2250.13768
FDD45,OUT049,2167.11242
FDN38,OUT010,377.20899
FDT56,OUT046,1812.3741800000003
FDT48,OUT045,2568.88943
FDU03,OUT049,2404.96947
FDC56,OUT010,291.05447
NCO43,OUT027,2548.5825300000006
FDQ27,OUT017,2224.07161
FDR03,OUT046,2179.0635300000004
DRH23,OUT010,187.28953999999996
FDG22,OUT045,1202.4680900000003
NCJ42,OUT013,1597.4872300000002
FDR24,OUT046,1886.84391
FDW60,OUT035,1920.6665500000004
FDJ08,OUT013,2686.80261
DRL59,OUT018,1532.60502
FDG60,OUT010,419.28755
FDW27,OUT017,2267.6815099999994
FDX14,OUT018,1534.26952
FDC20,OUT013,1166.38173
NCS29,OUT018,2001.19506
FDJ56,OUT046,1814.7377699999997
FDB20,OUT019,337.09454
FDL28,OUT027,4266.746010000001
FDW01,OUT018,1689.5007899999996
FDL03,OUT046,2084.18703
FDX22,OUT049,2874.82453
FDJ21,OUT035,2223.87187
FDR31,OUT045,2500.0789999999997
FDG21,OUT035,2954.28776
FDS22,OUT027,2018.3061200000004
FDK08,OUT035,1979.9893299999999
FDE17,OUT018,1584.80374
NCN30,OUT017,2055.79066
FDT50,OUT046,1982.8522700000005
NCX42,OUT049,3039.34371
FDJ12,OUT035,1920.6665500000004
NCA18,OUT027,2743.06271
FDP23,OUT019,490.92763
FDX12,OUT013,3082.78716
FDN40,OUT018,1942.4382099999998
FDV48,OUT035,1920.66655
NCY54,OUT013,2832.8791299999993
FDL16,OUT010,275.50804
FDR45,OUT018,2612.3661700000002
FDJ52,OUT046,2585.9006200000003
DRG01,OUT017,1472.98263
FDP52,OUT013,3020.50157
FDU58,OUT017,3018.20456
FDL02,OUT045,2160.5875800000003
FDG28,OUT013,2947.89608
FDA19,OUT035,2037.1149699999999
FDW46,OUT027,2018.30612
NCD43,OUT049,2156.39304
DRG39,OUT013,1747.725
NCF55,OUT049,1553.27811
FDJ07,OUT046,1713.40301
FDE08,OUT046,2033.3199099999997
FDP56,OUT019,337.09454
FDT45,OUT045,1161.1552
FDF17,OUT018,2684.03954
FDX44,OUT046,1750.82097
FDM28,OUT027,4361.75567
FDI36,OUT049,2506.3042300000006
FDS07,OUT045,1642.1957000000002
FDD36,OUT045,1420.68404
FDW11,OUT046,1800.0235899999996
FDN40,OUT049,1983.95084
NCQ18,OUT049,1829.8514299999995
NCQ54,OUT017,3033.21835
NCS42,OUT045,1655.0456399999998
DRH39,OUT010,285.16214
FDC09,OUT027,3138.68107
FDT08,OUT010,341.25579
FDC08,OUT035,2574.0826700000002
FDT20,OUT017,849.4276399999999
FDS35,OUT035,1695.7593100000001
FDX58,OUT018,2318.7483700000003
FDW58,OUT046,2474.41241
DRD27,OUT046,1921.73183
FDH32,OUT019,339.02536
FDS26,OUT035,2848.9914899999994
FDQ31,OUT046,2350.83993
FDP11,OUT018,3238.55107
FDD58,OUT017,1865.7047599999999
FDM33,OUT045,3572.3166100000003
FDZ16,OUT049,2731.2447600000005
NCS29,OUT010,840.1397300000001
NCM18,OUT019,256.29971
FDP11,OUT049,3229.72922
NCC42,OUT017,2135.2871800000003
DRM23,OUT046,1971.3006400000006
NCN55,OUT027,3630.97359
FDK46,OUT013,3089.94451
FDR01,OUT046,2523.11568
NCA05,OUT045,2198.4050199999992
NCP43,OUT017,2266.8825500000003
FDR12,OUT010,268.08437
FDQ01,OUT013,2366.4862299999995
FDM13,OUT046,2263.6201300000002
FDQ19,OUT017,3806.0457
FDK56,OUT019,391.69014000000004
NCX06,OUT010,424.88026999999994
FDO56,OUT027,3138.6810699999996
FDU45,OUT045,2046.8023600000001
FDI16,OUT019,220.37980000000002
FDL32,OUT046,1821.9616999999998
FDA07,OUT046,2645.75604
FDA14,OUT045,2375.04176
FDV46,OUT027,3534.6323299999995
NCO07,OUT035,2599.51623
NCP41,OUT046,2293.04849
FDY60,OUT018,2191.51399
FDN38,OUT017,3217.07902
FDO15,OUT046,1899.1612100000002
FDT60,OUT013,1873.8941
FDA55,OUT035,2623.1854200000002
FDE02,OUT010,235.79307
DRJ39,OUT049,2777.9173400000004
FDV34,OUT035,1786.50785
FDS20,OUT027,4466.55259
FDF02,OUT027,3612.8305400000004
FDW40,OUT017,2415.0563399999996
NCB43,OUT046,2714.49989
FDR58,OUT017,1857.78174
DRJ59,OUT035,1707.67713
NCD30,OUT017,1843.8332299999997
FDE14,OUT017,1623.0206599999997
FDC28,OUT018,1717.59755
FDU16,OUT018,1433.00134
NCD19,OUT035,1972.1661799999997
FDU21,OUT046,1240.65172
FDV59,OUT027,5018.30105
FDU03,OUT045,2659.77113
FDC33,OUT010,332.03445999999997
NCR42,OUT035,1971.4338
DRH59,OUT035,1909.4478199999999
NCM31,OUT035,2340.32029
FDS50,OUT035,2848.99149
FDP39,OUT046,1497.51736
FDQ55,OUT013,1844.6654800000003
FDV36,OUT019,276.47345
FDI05,OUT027,2711.4705
FDS45,OUT027,2408.5315
FDA39,OUT045,1742.36531
FDC37,OUT010,280.53482999999994
FDJ60,OUT027,3929.0522499999997
DRQ35,OUT046,1797.7598699999999
NCJ06,OUT046,1875.3921500000001
NCY42,OUT018,2051.8957299999997
DRM37,OUT049,2126.49862
FDR14,OUT045,1246.7105
FDE51,OUT049,2107.78964
FDT33,OUT017,2769.22865
FDR08,OUT013,1968.6707300000003
FDE36,OUT010,287.55902000000003
FDL22,OUT019,348.47972000000004
FDR44,OUT013,2613.6977699999998
FDI56,OUT019,339.02536000000003
FDE47,OUT010,333.59909000000005
FDV27,OUT010,440.62644
FDV10,OUT049,1236.55705
FDC40,OUT045,1713.8357799999999
NCX41,OUT013,2223.80529
NCQ38,OUT027,2430.86909
FDV12,OUT027,3600.2136300000006
FDE52,OUT017,1420.0848200000003
FDG20,OUT027,4948.02586
FDV16,OUT027,2711.4705000000004
FDI32,OUT017,1436.43021
FDJ32,OUT049,1899.4275300000002
FDN39,OUT018,2412.1268200000004
FDY34,OUT017,2733.34203
FDC14,OUT035,2160.62087
FDA55,OUT017,3394.54801
FDZ50,OUT010,378.4740099999999
DRG13,OUT049,2126.49862
FDP01,OUT013,2594.4561499999995
NCG54,OUT017,3020.7678899999996
FDM13,OUT045,2176.0008499999994
NCO18,OUT027,4426.10524
NCW41,OUT013,2358.9294
FDM52,OUT027,3450.7748199999996
NCF55,OUT035,1972.1661800000002
FDT09,OUT046,1406.53579
NCM19,OUT035,1840.97029
FDW12,OUT018,2168.27757
FDP15,OUT019,487.53204999999997
FDK36,OUT045,1145.97496
FDZ25,OUT035,2482.2688499999995
NCW06,OUT049,3367.4166600000003
FDW60,OUT046,2215.1831800000004
DRC49,OUT013,2831.14805
NCT17,OUT035,2883.61309
NCN06,OUT018,2180.59487
FDC45,OUT013,2305.59882
DRJ47,OUT019,360.59727999999996
NCF06,OUT045,3752.1159
FDE21,OUT010,341.25579
DRG27,OUT013,1779.98301
FDW40,OUT049,2177.5321900000004
NCO53,OUT046,2840.33609
FDE23,OUT049,1315.38777
FDQ16,OUT046,1948.3638300000002
FDS26,OUT045,3804.41449
FDZ13,OUT010,171.24376
FDS14,OUT049,1945.2678600000004
FDC10,OUT045,2234.4913799999995
FDY16,OUT049,2815.46846
FDJ20,OUT035,2160.0216499999997
FDV43,OUT035,1488.99512
FDZ32,OUT027,3138.68107
FDR23,OUT046,3250.4023100000004
FDN24,OUT035,1463.1620799999998
FDE34,OUT027,4643.089459999999
FDU31,OUT013,3271.9742300000003
FDW33,OUT018,1739.9684300000001
FDU26,OUT046,2028.5927299999998
FDE20,OUT027,4481.06703
NCW05,OUT035,2204.3306400000006
FDB22,OUT018,2025.8296599999999
FDO56,OUT046,2453.73932
FDA19,OUT027,3719.4916999999987
DRI39,OUT045,1386.4286299999999
FDH52,OUT018,1442.5555700000002
FDZ50,OUT035,2956.95096
NCN42,OUT035,2722.6892300000004
FDB53,OUT013,1777.9190300000002
DRG11,OUT017,1888.0756400000002
DRK11,OUT027,3269.14458
FDQ60,OUT017,2302.96891
FDT36,OUT017,1222.27564
DRG25,OUT018,2084.18703
DRJ23,OUT046,2086.91681
FDG05,OUT035,2745.9256499999997
NCK06,OUT018,2042.0751799999998
FDU52,OUT017,2082.15634
FDW07,OUT018,1367.8861
NCM17,OUT045,1189.6181499999998
FDA22,OUT045,2786.2731300000005
NCA41,OUT018,2016.1755599999997
FDF38,OUT035,2160.62087
FDH52,OUT046,1743.19756
FDY58,OUT019,479.60902999999996
FDZ16,OUT045,3312.7544799999996
NCM18,OUT017,1103.0308599999998
FDA22,OUT018,1973.4644899999998
NCJ43,OUT035,3003.3572200000003
FDI34,OUT027,4406.79704
FDG56,OUT046,2097.83593
FDS34,OUT046,1625.45083
DRC01,OUT035,1097.53801
FDQ04,OUT035,1768.33151
FDK04,OUT035,1970.16878
FDT51,OUT049,2314.7868600000006
FDV26,OUT017,3146.20461
FDS04,OUT049,1803.6521999999998
FDW43,OUT018,2591.92611
FDQ28,OUT010,335.13043
NCK06,OUT017,1876.3908500000002
FDS23,OUT018,2175.30176
FDZ36,OUT019,404.10731
FDE56,OUT018,1338.7573499999999
FDW10,OUT027,4109.41747
NCN14,OUT045,2239.1186900000002
NCQ18,OUT045,1780.7486800000001
FDW08,OUT017,1593.3259799999998
FDU43,OUT035,2664.33186
FDR33,OUT010,376.70964000000004
FDM24,OUT010,260.86044
NCZ05,OUT046,2420.3161600000008
NCV41,OUT035,2120.9058999999997
FDV11,OUT018,2658.37295
NCY05,OUT035,1844.1994200000001
FDV44,OUT018,1968.3378299999997
FDW32,OUT049,2126.69836
NCU18,OUT027,3339.1867399999996
NCC43,OUT035,3336.423670000001
FDW19,OUT013,2239.4515899999997
FDN31,OUT035,2583.5370300000004
FDI48,OUT045,1180.23037
FDS24,OUT017,2024.76438
FDF46,OUT049,2725.4523
DRG23,OUT017,2228.96524
FDG14,OUT018,1831.5159300000003
NCY30,OUT049,2709.17349
FDO28,OUT018,1775.92163
DRD24,OUT035,2101.43125
FDI33,OUT049,2190.01594
FDN32,OUT046,2200.53558
FDR16,OUT045,3666.7270500000004
FDF26,OUT046,2523.11568
NCN29,OUT018,1214.6522300000001
FDE20,OUT045,2659.03875
FDA46,OUT046,2739.26765
FDU28,OUT045,3225.8342900000002
FDQ48,OUT045,1384.16491
FDV36,OUT013,2158.59018
FDR14,OUT018,1474.51397
FDP23,OUT017,2481.1702800000003
FDP56,OUT013,1345.44864
FDK48,OUT010,262.35849
FDR48,OUT046,2191.84689
NCY29,OUT049,1399.8112099999998
FDM22,OUT018,1316.71937
DRJ01,OUT013,2820.8281500000003
FDZ43,OUT045,4011.0122300000003
FDV03,OUT035,2514.1939599999996
FDX11,OUT027,3929.0522500000006
NCA41,OUT027,4111.58132
FDE38,OUT017,2617.72586
FDI27,OUT018,2001.4613799999995
FDN32,OUT013,2605.57501
NCN43,OUT017,2044.3389
FDB47,OUT027,5463.355059999999
FDV03,OUT017,2328.6687900000006
NCN30,OUT045,2140.08094
NCV54,OUT010,251.20634
FDV07,OUT013,1627.91429
FDP07,OUT049,3090.1442500000003
FDK48,OUT018,1670.75852
FDM15,OUT019,401.1445
FDY19,OUT027,3677.0802400000002
FDK46,OUT046,2837.80605
FDY11,OUT045,1396.41563
FDH09,OUT046,793.50044
FDO08,OUT027,4569.0525
FDU14,OUT013,2971.86488
FDD22,OUT027,3374.10795
FDM27,OUT017,2541.0256999999997
FDL02,OUT027,3125.3317799999995
NCA17,OUT035,2450.6766399999997
FDE38,OUT019,460.63373
NCG07,OUT049,3608.935609999999
DRC27,OUT013,3213.6168599999996
FDA27,OUT035,2807.44557
FDW40,OUT045,2419.21759
DRI11,OUT013,2148.30357
FDN50,OUT046,2591.2270200000003
FDR12,OUT046,2757.8434699999993
FDT34,OUT027,3559.167059999999
FDW11,OUT035,1663.60117
NCO30,OUT027,4426.10524
FDZ34,OUT017,2751.51837
FDU45,OUT017,2358.39676
NCD42,OUT035,1672.8890800000001
FDX25,OUT045,2732.9092600000004
NCR29,OUT046,1776.08808
FDX43,OUT019,370.25138000000004
FDB04,OUT010,299.54342
FDR49,OUT027,3574.3473000000004
FDS39,OUT018,2182.42582
FDW58,OUT045,1712.1046999999999
FDG22,OUT019,187.65573
FDG31,OUT017,1755.7145999999998
NCV53,OUT027,4111.581320000001
DRJ37,OUT035,2190.8149
FDV07,OUT035,2025.0307
FDW52,OUT018,1889.84001
FDT15,OUT045,2592.9581000000003
FDD02,OUT018,1672.5894699999997
FDM16,OUT035,1642.4953099999998
NCE55,OUT046,2180.8279
FDB57,OUT018,2470.68393
FDQ04,OUT013,1472.84947
FDQ47,OUT019,211.45808000000002
FDY14,OUT019,368.88649
DRK37,OUT017,2140.547
FDO25,OUT017,2663.26658
FDL57,OUT046,2725.15269
NCK29,OUT018,1339.09025
FDK46,OUT027,5803.54557
NCB43,OUT010,432.37052000000006
DRE01,OUT027,3333.56073
FDC46,OUT018,2722.25646
FDQ23,OUT045,1816.5354300000004
FDX38,OUT049,2036.5490400000003
FDG60,OUT018,2128.36286
FDW55,OUT017,3723.3200499999994
FDP39,OUT013,1562.3329900000003
FDB20,OUT018,1495.0539
FDV21,OUT017,1869.3666600000001
FDZ02,OUT013,1984.45019
FDP19,OUT027,4149.997980000001
FDA38,OUT035,2801.95272
FDH22,OUT045,2080.5917099999997
DRM11,OUT045,2351.40586
FDO12,OUT027,3221.20698
FDT14,OUT049,2117.9430899999998
FDW34,OUT010,418.1223999999999
FDG04,OUT027,4286.65343
FDW59,OUT018,2023.93213
FDR33,OUT018,1694.82719
FDP32,OUT013,1618.4599300000002
FDL13,OUT027,5187.314380000001
FDD22,OUT013,2223.6055499999998
FDV40,OUT027,2315.05318
NCD55,OUT046,1513.4632699999997
FDQ20,OUT010,321.31507999999997
FDD28,OUT045,1027.6623
FDC39,OUT045,3116.7096699999997
NCR17,OUT049,2299.0074
DRO35,OUT018,1963.1445899999999
FDF40,OUT049,2583.07097
FDR31,OUT018,1769.79627
NCQ41,OUT017,2915.67136
FDP38,OUT046,1536.8328499999998
NCU54,OUT027,4774.75141
FDG22,OUT018,1435.3649300000002
DRK59,OUT013,2497.1494799999996
FDC37,OUT046,1985.0827000000002
NCO42,OUT013,1876.45743
NCT42,OUT017,2190.7150300000003
FDX27,OUT035,2864.5046299999995
FDV40,OUT018,1500.5467500000002
FDT45,OUT027,1770.39549
FDS47,OUT019,315.65578
FDR45,OUT035,3723.5863699999995
FDB03,OUT045,3553.8073699999995
FDO49,OUT035,1396.24918
FDU60,OUT027,3929.0522499999997
FDB26,OUT018,1205.3310299999998
FDB46,OUT017,3629.17593
FDQ37,OUT019,491.02749999999986
FDN03,OUT017,2961.17879
NCX30,OUT045,3084.28521
FDK32,OUT019,367.58817999999997
DRM47,OUT013,2342.15124
NCO02,OUT046,1612.6341799999998
FDP04,OUT013,1495.3868
NCO43,OUT049,2309.76007
FDD59,OUT013,1665.26567
FDQ10,OUT017,2930.1192199999996
FDW45,OUT035,2839.0377799999997
NCK30,OUT049,3719.5582799999997
FDU31,OUT018,2632.0738499999998
NCQ17,OUT019,391.02434
FDN01,OUT017,2176.13401
FDZ19,OUT049,2618.9908800000003
DRG37,OUT017,2588.36408
FDE32,OUT045,1350.80833
FDO34,OUT049,2503.3081300000003
FDM04,OUT019,222.67681000000002
FDZ25,OUT049,2249.97123
FDU08,OUT049,2129.79433
NCW30,OUT045,3842.7978599999997
NCM18,OUT013,1441.0908100000001
FDS22,OUT035,1636.8360100000002
NCH18,OUT017,4071.60003
FDC23,OUT013,2635.7357500000007
FDY46,OUT013,3019.8690599999995
NCU06,OUT046,2876.2560000000003
FDX57,OUT045,1562.53273
FDX36,OUT027,3929.0522500000006
FDL16,OUT045,1384.36465
FDT16,OUT010,384.19989000000004
FDN16,OUT018,1477.90955
FDC03,OUT046,2945.7988100000002
DRF60,OUT013,3730.1112100000005
FDS27,OUT027,3654.94239
FDP33,OUT010,484.8355600000001
FDJ36,OUT018,1429.2062799999999
NCR42,OUT013,1321.11365
FDV14,OUT017,1560.40217
NCP42,OUT035,3086.8818300000003
FDB50,OUT027,3574.3473000000004
NCC30,OUT027,4293.6776199999995
FDA23,OUT018,1756.51356
FDW16,OUT017,1714.1020999999996
FDQ52,OUT010,431.20536999999996
FDB58,OUT049,2108.45544
NCP29,OUT049,2045.73708
NCM05,OUT045,3231.2272700000003
FDO25,OUT013,3566.05809
NCM54,OUT046,2103.49523
NCL54,OUT046,2255.59724
FDL39,OUT010,341.78843
FDF53,OUT018,1584.80374
NCQ42,OUT035,2338.6557900000003
FDF58,OUT013,1716.1660800000002
FDZ04,OUT035,1825.8566300000002
FDE26,OUT019,397.3827299999999
FDS60,OUT017,2364.8217300000006
FDV58,OUT017,3325.671
FDM04,OUT045,1242.2163500000001
FDE08,OUT035,2533.3357100000003
NCB43,OUT049,2700.21848
FDU11,OUT010,360.59727999999996
FDF22,OUT019,432.03761999999995
FDE24,OUT013,2047.2684199999997
DRJ49,OUT046,1947.49829
NCQ53,OUT035,3187.3510499999998
NCL41,OUT013,1255.53235
FDR22,OUT013,2308.42847
FDH04,OUT035,2286.12417
DRH15,OUT045,1220.21166
FDY40,OUT049,1841.00358
NCI17,OUT035,2201.33454
NCC18,OUT013,2427.7065399999997
FDY28,OUT027,4266.746010000001
FDB45,OUT027,3544.719200000001
NCL30,OUT018,1565.79515
FDM10,OUT017,3496.64844
FDH22,OUT027,3789.633729999999
NCZ53,OUT017,2690.99715
NCI18,OUT013,2977.7239199999995
FDH14,OUT027,3792.0639
FDR36,OUT027,3600.2136300000006
FDW01,OUT045,2505.3721100000007
FDK02,OUT027,3574.3473000000004
FDJ02,OUT018,1568.35848
FDU55,OUT013,3309.8915399999996
NCV18,OUT027,2394.9491799999996
FDH14,OUT018,1568.35848
FDZ37,OUT045,1788.1723499999996
FDX49,OUT049,2441.6550500000003
NCD43,OUT046,1706.7117199999998
FDZ07,OUT013,2075.1321500000004
FDK43,OUT035,2038.21354
FDR32,OUT018,2501.44389
FDT39,OUT013,2171.1072200000003
NCV54,OUT017,2096.23801
FDF38,OUT018,1292.7172799999998
FDV60,OUT046,2678.94617
FDH44,OUT027,4104.25752
FDS21,OUT046,1667.99545
NCL41,OUT045,841.77094
FDM46,OUT017,1739.7686899999997
FDU27,OUT045,1632.04225
NCJ54,OUT017,4008.9149600000005
DRG51,OUT018,2393.48442
NCA29,OUT019,324.17802
FDR47,OUT045,2315.0531800000003
NCL19,OUT027,2716.23097
DRG01,OUT049,2126.49862
FDG10,OUT046,1630.8771000000002
NCV05,OUT049,2375.97388
NCH18,OUT019,387.16270000000003
FDV14,OUT018,2074.2000300000004
DRJ23,OUT035,2276.33691
DRJ11,OUT046,2133.05675
FDZ03,OUT017,3688.29897
FDI27,OUT010,244.31531
FDJ14,OUT018,1402.4078299999996
FDU32,OUT017,1701.119
FDD47,OUT027,4098.731379999999
DRF36,OUT035,2365.08805
FDM21,OUT046,3027.19286
FDV10,OUT018,1371.31497
FDH60,OUT018,2244.47838
FDX47,OUT010,384.66595
FDT19,OUT019,406.8038
FDO11,OUT045,2725.4855900000002
FDH24,OUT027,3221.2069800000004
FDL02,OUT018,1566.2945
FDB02,OUT049,2107.19042
FDA43,OUT046,2500.94454
FDG52,OUT045,841.03856
DRC12,OUT013,2984.18218
FDY37,OUT018,1568.35848
NCU18,OUT045,2664.89779
FDU09,OUT035,1820.16404
DRJ25,OUT027,2288.4877599999995
DRE12,OUT018,2082.4226599999997
DRL47,OUT017,1895.1331199999997
DRK01,OUT046,1746.8261700000003
FDC22,OUT019,278.60401
FDG44,OUT013,1306.03328
FDW04,OUT035,2084.78625
FDK09,OUT049,3168.00956
NCN43,OUT035,2226.5683599999998
FDG04,OUT049,2463.6264499999997
FDH32,OUT010,321.31507999999997
DRI47,OUT017,2278.46747
DRE15,OUT013,1747.725
FDY11,OUT035,1920.6665500000004
FDO60,OUT049,1688.1359
FDQ20,OUT018,1363.9578800000002
FDO57,OUT027,3918.9986699999995
FDT14,OUT019,318.71846
FDA57,OUT049,2145.7069500000002
DRN35,OUT017,1590.5962
FDJ03,OUT046,1897.53
FDX28,OUT017,1603.1132400000001
DRE25,OUT045,1342.08635
FDR09,OUT046,2637.3003799999997
FDB23,OUT035,3733.67324
FDO08,OUT045,2553.3430000000003
FDQ23,OUT049,1716.2992400000003
FDW04,OUT013,2102.7295599999998
